N11,19995804,1
N11,19996392,1
N11,19983332,1
N11,20015486,1
N11,19996418,1
N11,19995088,1
N11,20000472,1
N11,19996424,1
N11,19995096,1
N11,20021254,1
N11,20001843,1
N11,19995803,1
N11,20020638,1
N11,20021236,1
N11,20021234,1
N11,20015451,1
N11,20020187,1
N11,19983412,1
N11,19995085,1
N11,20020148,1
N11,20020166,1
N11,20022793,1
N11,20022146,1
N11,20036433,1
N11,20002282,1
N11,20020159,1
N11,20020160,1
N11,20020161,1
N11,20020165,1
N11,20036422,1
N11,20036425,1
N11,20036429,1
N11,20036434,1
N11,20036438,1
N11,20036444,1
N11,20036445,1
N11,20036448,1
N11,20036452,1
N06,19950547,1
N11,20020153,1
N06,19935200,1
N11,20020151,1
N11,20002342,1
N11,20002331,1
N06,20034898,1
N11,20036428,1
N11,20020152,1
N11,20020156,1
N11,20020158,1
N01,19983858,1
N11,20002306,1
N11,20002260,1
N11,20002283,1
N11,20002287,1
N11,20002290,1
N11,20002299,1
N11,20002300,1
N11,20002310,1
N11,20002324,1
N11,20002326,1
N11,20002338,1
N11,20002341,1
N11,20002345,1
N11,20002346,1
N11,20002347,1
N11,20002348,1
N11,20002350,1
N11,20020149,1
N11,20020150,1
N11,20020154,1
N11,20020157,1
N11,20020162,1
N11,20020163,1
N11,20020164,1
N11,20036432,1
NC4,1554792,44001
N11,20036417,1
N11,20036423,1
N11,20036427,1
N11,20036442,1
N11,20036416,1
N11,20036454,1
APL,20036458,1
N11,20036440,1
N11,20036451,1
N04,1555100,44001
N04,19306701,8001
N04,19655170,13001
N04,19655177,13001
N04,19655190,13001
N11,20036449,1
N01,20036573,1
N01,20036653,1
N06,19307583,8001
N06,20034791,1
