N11,19751376,1
N11,19748898,1
N11,19749720,1
N11,19752661,1
N11,19748920,1
N11,19751087,1
N11,19748966,1
N11,19752650,1
N11,19755280,1
N06,19217561,8001
N11,19752636,1
N11,19752641,1
N11,19769095,1
N11,19772294,1
N11,19752638,1
N11,19752644,1
N11,19752659,1
N11,19752679,1
N11,19752687,1
N11,19752697,1
N11,19752708,1
N11,19752711,1
N11,19752715,1
N11,19755268,1
N11,19772292,1
N11,19748973,1
N11,19769100,1
N11,19769101,1
N11,19770452,1
N11,19770463,1
N11,19752703,1
N11,19770241,1
N11,19769104,1
N04,19187467,8001
N11,19752691,1
N06,19774666,1
N06,19774712,1
N11,19752660,1
N04,1546883,44001
N04,23656,15001
NC4,23659,15001
N11,19752619,1
N11,19752682,1
N11,19770449,1
N04,543490,50001
N11,19769097,1
N11,19770447,1
N11,19770448,1
N11,19770453,1
N11,19770458,1
N11,19770459,1
N11,19770460,1
N11,19770464,1
N11,19772295,1
N11,19772296,1
N11,19772299,1
N11,19772307,1
N11,19772319,1
N11,19772320,1
N11,19775545,1
N11,19775556,1
N11,19775559,1
N11,19775562,1
N11,19769099,1
N11,19772297,1
N11,19772309,1
N06,19774675,1
N06,19774819,1
N11,19772312,1
N01,19770261,1
N01,19770307,1
N01,19770339,1
N11,19770465,1
N11,19772321,1
N11,19772323,1
N01,19771396,1
N11,19775550,1
